Test Case Specification: Login & Authentication (User) (v2.0),,,,,,,,,,,,
TC-LOG-020,BR-001,FR-02,Self-Registration - Duplicate Email,ตรวจสอบการปฏิเสธเมื่อสมัครด้วย Email ที่มีอยู่แล้ว,Functional Testing / Negative Test,1. มี Email นี้ในระบบแล้ว 2. ผู้ใช้อยู่ที่หน้า Register UI,"Email: existinguser@genbi.io (ซ้ำ)
Password: P@ssword123!","1. คลิก ""Sign Up""
2. กรอก Email ที่มีอยู่แล้ว
3. คลิก ""Register""","1. ระบบแสดง ""Email already registered""
2. ระบบไม่สร้างบัญชีใหม่
3. ระบบบันทึก Audit Log Registration Failed",,,
TC-LOG-021,BR-001,FR-02,Self-Registration - Weak Password,ตรวจสอบการตรวจสอบความปลอดภัยของรหัสผ่านขณะสมัคร,Functional Testing / Negative Test,1. ผู้ใช้อยู่ที่หน้า Register UI,Password: 123 (สั้นเกินไป),"1. กรอกข้อมูลสมัครสมาชิก
2. กรอก Password ที่ไม่ผ่านเงื่อนไข
3. คลิก ""Register""","1. ระบบแสดงเงื่อนไขรหัสผ่านที่ต้องมี
2. ระบบไม่สร้างบัญชี
3. ระบบแสดงจุดที่ต้องแก้ไขแบบ Real-time",,,
TC-LOG-006,-,FR-01,Invalid Password Handling,ตรวจสอบการจัดการระบบเมื่อผู้ใช้ระบุ Password ไม่ถูกต้อง,Security Testing / Negative Test,"1. มีข้อมูลบัญชีผู้ใช้ในระบบฐานข้อมูล  

2. ผู้ใช้อยู่ที่หน้าจอ Login UI ของระบบ","Email: active_user@genbi.io

Password: WrongPass999!","1. กรอก Email ที่ลงทะเบียนไว้ถูกต้องในระบบ  

2. กรอก Password ที่ไม่ถูกต้อง  

3. คลิกปุ่ม ""Sign In""","1. หน้าจอ UI แสดงข้อความแจ้งเตือนที่เหมาะสม (Invalid username or password) โดยไม่แสดงข้อมูลเทคนิคภายในระบบ  

2. ระบบปฏิเสธการเข้าสู่ระบบและไม่สร้างเซสชัน  

3. ระบบบันทึกประวัติการทำงาน (Audit Log) เป็นเหตุการณ์ Login Failed",,,
TC-LOG-007,-,"FR-01, FR-06",Disabled Account Lockout,ตรวจสอบการปฏิเสธสิทธิ์เมื่อบัญชีถูกระงับการใช้งาน (Disabled Account),Security Testing / Exception Access,"1. บัญชีผู้ใช้ถูกตั้งสถานะเป็น Disabled โดย Administrator  

2. ผู้ใช้อยู่ที่หน้าจอ Login UI ของระบบ","Email: disabled_user@genbi.io

Password: P@ssword123!","1. กรอก Email และ Password ของบัญชีที่โดนระงับการใช้งาน  

2. คลิกปุ่ม ""Sign In""","1. ระบบปฏิเสธการเข้าใช้งานตามข้อกำหนดการควบคุมสถานะบัญชี  

2. หน้าจอ UI แสดงข้อความแจ้งเตือนสิทธิ์ชัดเจน (เช่น ""Account has been disabled. Please contact admin."")  

3. ระบบบันทึกประวัติการทำงาน (Audit Log) ความพยายามเข้าสู่ระบบของบัญชีที่ถูกระงับ",,,
TC-LOG-008,-,FR-01,Brute Force & Rate Limiting,ตรวจสอบระบบป้องกันการเดารหัสผ่านซ้ำหลายครั้ง (Brute Force Protection / Rate Limiting),Vulnerability / Vulnerability Testing,ผู้ใช้อยู่ที่หน้าจอ Login UI ของระบบ,"Email: target_user@genbi.io

Password: [สุ่มยิงรหัสผ่านผิด 6 ครั้ง]",1. ส่งคำขอเรียกใช้งาน API Login ด้วยรหัสผ่านที่ผิดพลาดติดต่อกันมากกว่า 5 ครั้งภายในเวลา 1 นาที สำหรับ Email บัญชีเดียวกัน,"1. ระบบส่วนหลัง (Axum Backend & Redis Cache) ส่งคืนค่า HTTP Status 429 Too Many Requests  

2. ระบบบล็อกคำขอ (Block Request) จาก IP หรือ Email ดังกล่าวชั่วคราวตามนโยบาย (เช่น 15 นาที)  

3. หน้าจอ UI แสดงข้อความแจ้งเตือนระยะเวลาการระงับคำขอชั่วคราว  

4. บันทึกข้อมูลเหตุการณ์ที่มีความเสี่ยงด้านความปลอดภัยสูงลงใน Audit Log",,,
TC-LOG-009,BR-001,"FR-01, FR-05",Default Deny Enforcement,ตรวจสอบการบังคับใช้นโยบายปฏิเสธคำขอเป็นค่าเริ่มต้นเมื่อไม่มีเซสชัน (Default Deny Policy),Security Testing / Boundary Gate,ผู้ใช้งานยังไม่ได้เข้าสู่ระบบ หรือ Session identity บนระบบ Redis Cache หมดอายุ (TTL Expired),Direct HTTP Request Header: [No Authorization Bearer Token],1. พยายามป้อน Direct URL เพื่อเข้าถึงหน้าจอทำงานหลักหรือหน้า Dashboard ส่วนบุคคลโดยตรง (เช่น /workspace/1/dashboard),"1. ระบบบังคับใช้นโยบาย Default Deny ไม่อนุญาตให้เข้าถึงพื้นที่ภายใน  

2. ระบบปฏิเสธคำขอและส่งผู้ใช้กลับมายังหน้าจอ Login UI (Redirect) ทันที  

3. ส่งคืนค่า HTTP Status 401 Unauthorized สำหรับการเรียกใช้ API หลังบ้านโดยไม่มี Token",,,
TC-LOG-010,BR-001,FR-01,SQL Injection Prevention,ตรวจสอบระบบป้องกันการโจมตีทางไซเบอร์ประเภท SQL Injection บนช่องกรอกข้อมูลเข้าระบบ,Penetration Testing / Injection Safe,ผู้ใช้อยู่ที่หน้าจอ Login UI ของระบบ,"Email Input: ' OR '1'='1

Password Input: ' OR '1'='1","1. กรอกค่าชุดคำสั่งแทรกแซงฐานข้อมูลในช่อง Email เช่น ' OR '1'='1  

2. กรอกค่าชุดคำสั่งแทรกแซงฐานข้อมูลในช่อง Password เช่น ' OR '1'='1  

3. คลิกปุ่ม ""Sign In""","1. ระบบฐานข้อมูลหลักต้องทำงานได้ปกติและไม่เกิดการรั่วไหลของข้อมูลภายใน  

2. ข้อมูลขาเข้าถูกตรวจสอบและกรองอย่างปลอดภัยผ่านโครงสร้าง Rust validator และ sqlparser-rs  

3. ระบบปฏิเสธการเข้าใช้งานอย่างปลอดภัยและส่งข้อความ Error ทั่วไปกลับไปที่หน้าจอ UI",,,
TC-LOG-011,BR-001,FR-19,Data Encryption at Rest,ตรวจสอบความปลอดภัยในการเข้ารหัสและจัดเก็บข้อมูลสำคัญ (Data Encryption at Rest),Compliance Audit / Database Security,มีกระบวนการลงทะเบียนผู้ใช้หรือบันทึกข้อมูลเข้าใช้งานระบบผ่าน BYOK Management,"DB Query Select on Table: users, credentials",1. ตรวจสอบโครงสร้างและการจัดเก็บข้อมูลในตาราง users และตารางจัดเก็บ API Credential บน Application PostgreSQL โดยตรง,"1. ข้อมูลรหัสผ่าน (Password) ต้องผ่านกระบวนการแปลงรหัสด้วย Cryptographic Hash ที่ปลอดภัยและมีมาตรฐานสูง (เช่น Argon2 หรือ bcrypt)  

2. ข้อมูล External API Key/Credential ต้องถูกเข้ารหัสด้วยมาตรฐาน AES-256 เท่านั้น  

3. ต้องไม่มีข้อมูลดิบในรูปแบบข้อความปกติ (Plaintext) ปรากฏในฐานข้อมูลทุกกรณี",,,
TC-LOG-012,BR-001,"FR-01, FR-08",Session Destruction / Logout,ตรวจสอบความถูกต้องในการทำลายเซสชันเมื่อผู้ใช้แจ้งออกจากระบบ (Logout Session Management),Lifecycle Testing / Performance Boundary,ผู้ใช้งานอยู่ในสถานะเข้าสู่ระบบเรียบร้อยแล้ว และมี Session Active บนหน้าเว็บแอปพลิเคชัน,Session Cookie Identity Token,"1. ผู้ใช้งานคลิกปุ่ม ""Logout"" จากเมนูควบคุมของระบบ","1. ระบบดำเนินการลบข้อมูล Session Identity ออกจากระบบ Redis Cache โดยทันที  

2. ทำการล้างค่าประวัติข้อมูล Cookie/Token ที่ฝั่ง Browser Client (Next.js Application)  

3. ระบบนำผู้ใช้กลับมาหน้าจอ Login UI และหากผู้ใช้กดปุ่มย้อนกลับ (Back Button) ของ Browser ต้องไม่สามารถเข้าถึงข้อมูลภายในได้  

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Logout สำเร็จ",,,
TC-LOG-022,BR-001,FR-01,Forgot Password - Request Reset,ตรวจสอบการขอรีเซ็ตรหัสผ่านผ่าน Email,Functional Testing / Positive Test,1. มีบัญชีผู้ใช้ในระบบ 2. ผู้ใช้อยู่ที่หน้า Login UI,Email: active_user@genbi.io,"1. คลิก ""Forgot Password""
2. กรอก Email ที่ลงทะเบียนไว้
3. คลิก ""Send Reset Link""","1. ระบบส่ง Email รีเซ็ตรหัสผ่าน
2. หน้าจอแสดง ""Reset link sent""
3. ระบบบันทึก Audit Log Password Reset Requested
4. ระบบไม่เปิดเผยว่า Email มีอยู่หรือไม่",,,
TC-LOG-023,BR-001,FR-01,Reset Password - Valid Token,ตรวจสอบการรีเซ็ตรหัสผ่านด้วย Token ที่ถูกต้อง,Functional Testing / Positive Test,1. ผู้ใช้ได้รับ Email รีเซ็ต 2. Token ยังไม่หมดอายุ,"Token: [valid_token]
New Password: NewP@ss2024!","1. คลิกลิงก์ใน Email
2. กรอกรหัสผ่านใหม่
3. กรอก Confirm Password
4. คลิก ""Reset Password""","1. ระบบอัปเดตรหัสผ่านสำเร็จ
2. ระบบทำลาย Session เดิมทั้งหมด
3. ระบบนำผู้ใช้ไปหน้า Login UI
4. ระบบบันทึก Audit Log Password Reset สำเร็จ",,,
TC-LOG-024,BR-001,FR-01,Reset Password - Expired Token,ตรวจสอบการปฏิเสธเมื่อ Token หมดอายุ,Security Testing / Negative Test,1. Token หมดอายุแล้ว,"Token: [expired_token]
New Password: NewP@ss2024!","1. คลิกลิงก์ใน Email (หลังหมดอายุ)
2. กรอกรหัสผ่านใหม่
3. คลิก ""Reset Password""","1. ระบบแสดง ""Reset link has expired""
2. ระบบไม่อัปเดตรหัสผ่าน
3. ระบบเสนอขอ Token ใหม่",,,
TC-LOG-025,BR-001,FR-01,Change Password - Valid,ตรวจสอบการเปลี่ยนรหัสผ่านเมื่อระบุรหัสผ่านปัจจุบันถูกต้อง,Functional Testing / Positive Test,1. ผู้ใช้ล็อกอิน 2. อยู่ที่ Settings > Security,"Current: P@ssword123!
New: NewP@ss2024!
Logout All: Yes","1. เปิด Settings > Security
2. กรอก Current Password ที่ถูกต้อง
3. กรอก New Password
4. เลือก ""Logout from all sessions""
5. คลิก ""Change Password""","1. ระบบอัปเดตรหัสผ่านสำเร็จ
2. ระบบทำลาย Session ทั้งหมด
3. ระบบนำผู้ใช้กลับหน้า Login UI
4. ระบบบันทึก Audit Log Password Changed",,,
TC-LOG-026,BR-001,FR-01,Change Password - Wrong Current,ตรวจสอบการปฏิเสธเมื่อรหัสผ่านปัจจุบันไม่ถูกต้อง,Security Testing / Negative Test,1. ผู้ใช้ล็อกอิน 2. อยู่ที่ Settings > Security,"Current: WrongPass!
New: NewP@ss2024!","1. เปิด Settings > Security
2. กรอก Current Password ที่ไม่ถูกต้อง
3. คลิก ""Change Password""","1. ระบบแสดง ""Current password is incorrect""
2. ระบบไม่อัปเดตรหัสผ่าน
3. ผู้ใช้ยังอยู่ในระบบต่อไป",,,
TC-LOG-027,BR-001,FR-01,Must Change Password - First Login,ตรวจสอบการบังคับเปลี่ยนรหัสผ่านเมื่อล็อกอินครั้งแรก,Functional Testing / Positive Test,1. Admin สร้างบัญชีใหม่ 2. must_change_password = true,"Email: newuser@genbi.io
Password: TempPass123!","1. ล็อกอินด้วย Temporary Password
2. ระบบเปิดหน้า Change Password อัตโนมัติ
3. กรอกรหัสผ่านใหม่
4. คลิก ""Change Password""","1. ระบบอัปเดตรหัสผ่านสำเร็จ
2. ระบบเคลียร์ flag must_change_password
3. ระบบนำผู้ใช้เข้าสู่ Workspace UI
4. ระบบบันทึก Audit Log",,,
TC-LOG-028,BR-001,FR-01,Emergency Session Revocation,ตรวจสอบการเพิกถอน Session ทั้งหมดในกรณีฉุกเฉิน,Security Testing / Positive Test,1. ผู้ใช้มี Active Session หลายเครื่อง 2. อยู่ที่หน้า Emergency Revoke,Password: P@ssword123!,"1. ไปที่หน้า Emergency Revoke
2. กรอก Password ยืนยันตัวตน (Step-up Auth)
3. คลิก ""Revoke All Sessions""","1. ระบบทำลาย Session ทั้งหมดบน Redis
2. เครื่องอื่นที่ล็อกอินอยู่ออกจากระบบทันที
3. ระบบบันทึก Audit Log Emergency Revoked
4. ระบบนำผู้ใช้กลับหน้า Login UI",,,
TC-LOG-029,BR-001,FR-01,Session Expiry - Auto Redirect,ตรวจสอบการจัดการเมื่อ Session หมดอายุและ Redirect อัตโนมัติ,Lifecycle Testing / Positive Test,1. Session TTL หมดอายุ,N/A,"1. ทิ้งหน้าจอไว้จน Session หมดอายุ
2. พยายามใช้ฟังก์ชันใดๆ","1. ระบบ Redirect ไปหน้า Session Expired
2. แสดง ""Your session has expired""
3. ไม่อนุญาตเข้าถึงข้อมูลเดิม",,,
TC-LOG-013,BR-001,FR-45,Logs Sensitive Data Redaction,ตรวจสอบการปกปิดข้อมูลอ่อนไหวส่วนบุคคลในประวัติระบบ (Data Redaction inside Logs & Traces),Security Audit / Privacy Compliance,แพลตฟอร์มมีการรันระบบ Observability และจัดเก็บ Trace ข้อมูลผ่าน HTTP API ของ Langfuse หรือ OpenTelemetry,Langfuse Dashboard / OTLP Dump Logs,1. ตรวจสอบบันทึกข้อมูลดิบ (Logs/Traces) ที่เกิดขึ้นในระหว่างกระบวนการทำ Authentication และ Token Exchange,"1. ข้อมูลสำคัญและอ่อนไหวความปลอดภัยสูง เช่น รหัสผ่านผู้ใช้ หรือ OAuth Access Token ต้องถูกกรองและปกปิดข้อมูลดิบออก (Redacted) 100% ก่อนการบันทึก  

2. ไม่มีข้อมูลประเภท Secret หรือข้อมูลส่วนบุคคลระบุตัวตน (PII) รั่วไหลไปยังระบบวิเคราะห์ภายนอกองค์กร",,,
TC-LOG-014,BR-013,FR-08,Audit Log - User Login Event,ตรวจสอบการบันทึกประวัติเหตุการณ์เมื่อมีการเข้าสู่ระบบ (Login Event Tracking),Functional Testing / Log Verification,ผู้ใช้งานทำการเข้าสู่ระบบผ่านหน้า Login UI สำเร็จ หรือเกิดข้อผิดพลาด,Event Type: User Login Success / Failed,"1. ดำเนินการเข้าสู่ระบบตามขั้นตอนปกติสำเร็จ

2. เข้าไปตรวจสอบตารางข้อมูลประวัติระบบ (Audit Log Table) ในฐานข้อมูล Application PostgreSQL","1. ระบบต้องตรวจจับและบันทึกประวัติเหตุการณ์ Login สำเร็จหรือล้มเหลวลงฐานข้อมูล 100%  

2. ข้อมูลประวัติที่บันทึกต้องระบุ Correlation ID, หมายเลข IP Address, วันเวลา (Timestamp), และสถานะผลลัพธ์อย่างถูกต้อง",,,
TC-LOG-015,BR-013,FR-08,Audit Log - Permission Change Event,ตรวจสอบการบันทึกประวัติเหตุการณ์เมื่อมีการแก้ไขปรับเปลี่ยนสิทธิ์ผู้ใช้งาน (Access Control Logging),Security Testing / Permission Audit,ผู้ใช้งานระดับ Workspace Owner ทำการเปลี่ยนสิทธิ์สมาชิกคนอื่นในระบบ,Event Type: Permission Modified,"1. ผู้ใช้งานที่มีสิทธิ์ทำการเปลี่ยนบทบาทผู้ใช้รายอื่น (เช่น ปรับสิทธิ์จาก Viewer เป็น Editor)

2. เปิดตารางประวัติระบบเพื่อตรวจสอบการบันทึก","1. ระบบต้องทำการบันทึกข้อมูลการเปลี่ยนสิทธิ์ทันทีหลังกดบันทึกความต้องการบนหน้าจอ  

2. Log ต้องระบุข้อมูลผู้เปลี่ยนสิทธิ์, ผู้โดนเปลี่ยนสิทธิ์, สิทธิ์เก่า, สิทธิ์ใหม่, และวันเวลาที่ทำรายการครบถ้วน",,,
TC-LOG-016,BR-013,FR-08,Audit Log - Provider Switch Event,ตรวจสอบการบันทึกประวัติเหตุการณ์เมื่อมีการสลับหรือเปลี่ยนโมเดลปัญญาประดิษฐ์ (AI Provider Logging),Compliance Audit / System Integrity,ผู้ใช้ทำการสลับโมเดล AI ที่ Dropdown เมนูบนหน้าจอแชท,Event Type: Model/Provider Switch,"1. ที่แผงควบคุมหน้าแชทหลัก ให้ทำการเลือกสลับโมเดล (เช่น เปลี่ยนจาก Ollama เป็น GPT-4o)

2. ทำการตรวจสอบบันทึกข้อมูลของระบบหลังบ้าน","1. ระบบส่วนหลัง (Axum Backend) บันทึกเหตุการณ์การเปลี่ยนคีย์หรือโมเดลสำเร็จ  

2. ประวัติระบุรายละเอียดบัญชีผู้ใช้, ชื่อโมเดลเริ่มต้น, ชื่อโมเดลใหม่ที่สลับใช้งาน, และประทับเวลาที่เกิดขึ้นจริง",,,
TC-LOG-017,BR-013,FR-08,Audit Log - Query Execution Event,ตรวจสอบการบันทึกประวัติเหตุการณ์ทุกครั้งที่มีการส่งคิวรีไปประมวลผลที่ฐานข้อมูล (Query Audit Trail),Functional Testing / Trace Verification,ผู้ใช้ส่งคำถามภาษาธรรมชาติและระบบทำการประมวลผลคำสั่งคิวรีสำเร็จ,Event Type: Query Executed,"1. พิมพ์คำถามในช่องแชทเพื่อให้ระบบสร้างและรันคำสั่ง SQL ดึงข้อมูลจาก Data Warehouse

2. ตรวจสอบ Log ระบบสังเกตการณ์ (Observability Platform / Langfuse)","1. ระบบต้องสร้างบันทึกประวัติประมวลผลคำสั่ง Query ครบ 100%  

2. รายละเอียดต้องเก็บค่าชุดคำสั่ง SQL ดิบที่ใช้รันจริง, ความเร็วในการตอบสนอง (Latency), และไม่มีข้อมูลความลับรั่วไหล",,,
TC-LOG-018,BR-013,FR-08,Audit Log - Dashboard Sharing Event,ตรวจสอบการบันทึกประวัติเหตุการณ์เมื่อมีการเปิดใช้งานหรือส่งต่อลิงก์ข้อมูล (Link Sharing Audit),Security Testing / Link Control,ผู้ใช้ทำการกดยืนยันสร้าง Unique URL หรือตั้งค่าเปิดแชร์ลิงก์สาธารณะ,Event Type: Dashboard Shared / Link Revoked,"1. เปิดหน้าต่างป๊อปอัปแชร์ข้อมูลและกดปุ่มคัดลอกลิงก์ (Share Link)

2. ตรวจสอบตารางเก็บข้อมูล share_links และประวัติระบบ","1. ระบบบันทึกประวัติการสร้างลิงก์แชร์และระดับการเข้าถึงข้อมูลสำเร็จ  

2. ระบุผู้แชร์ข้อมูล, รหัสแดชบอร์ดต้นทาง, ประเภทลิงก์ (Public / Permission-based), วันหมดอายุ (Expiry), และบันทึกเมื่อมีการเพิกถอนสิทธิ์",,,
TC-SET-001,BR-001,FR-02,View Profile Settings,ตรวจสอบการดูข้อมูลโปรไฟล์ในหน้า Settings,Functional Testing / Positive Test,1. ผู้ใช้ล็อกอินเข้าระบบ,N/A,"1. คลิกไอคอน Settings
2. เลือก Tab ""Account""","1. ระบบแสดงข้อมูล: Name, Email, Avatar
2. ข้อมูลตรงกับฐานข้อมูล",,,
TC-SET-002,BR-001,FR-02,Update Profile - Name,ตรวจสอบการแก้ไขชื่อ-นามสกุล,Functional Testing / Positive Test,1. ผู้ใช้ล็อกอิน 2. อยู่ที่ Settings > Account,New Name: Updated Name,"1. เปิด Settings > Account
2. แก้ไขชื่อ
3. คลิก ""Save""","1. ระบบอัปเดตชื่อสำเร็จ
2. ชื่อใหม่ปรากฏในเมนูและ Session ทันที
3. ระบบบันทึก Audit Log Profile Updated",,,
TC-SET-003,BR-001,FR-02,Update Appearance - Theme,ตรวจสอบการเปลี่ยนธีม (Light/Dark),Functional Testing / UI Testing,1. ผู้ใช้ล็อกอิน 2. อยู่ที่ Settings > Appearance,Theme: Dark Mode,"1. เปิด Settings > Appearance
2. เลือก Dark Mode
3. คลิก ""Save""","1. ระบบเปลี่ยนธีมทันที
2. การเปลี่ยนแปลงคงอยู่เมื่อ Refresh",,,
TC-SET-004,BR-001,FR-02,Update Notification Preferences,ตรวจสอบการตั้งค่าการรับการแจ้งเตือน,Functional Testing / Positive Test,1. ผู้ใช้ล็อกอิน 2. อยู่ที่ Settings > Notifications,"Email: Off
In-App: On","1. เปิด Settings > Notifications
2. ปิด Email Notifications
3. เปิด In-App Notifications
4. คลิก ""Save""","1. ระบบบันทึกการตั้งค่าสำเร็จ
2. ผู้ใช้ไม่ได้รับ Email แจ้งเตือน
3. ผู้ใช้ยังได้รับ In-App Notifications",,,
TC-SET-005,BR-001,FR-02,Settings - Discard Unsaved,ตรวจสอบการยืนยันเมื่อปิด Settings โดยมีการเปลี่ยนแปลงที่ยังไม่บันทึก,Functional Testing / UI Testing,1. ผู้ใช้แก้ไขข้อมูลแต่ยังไม่ Save,N/A,"1. แก้ไขข้อมูลใน Settings
2. คลิกปิด (X) โดยไม่ Save","1. ระบบแสดง Dialog ""Discard changes?""
2. คลิก ""Discard"" = ยกเลิกการเปลี่ยนแปลง
3. คลิก ""Cancel"" = กลับไปแก้ไขต่อ",,,
TC-WKSP-001,-,"FR-04, FR-05",Workspace Member Invitation & Access Control,ตรวจสอบความถูกต้องในการเพิ่มสมาชิกและจัดสรรบทบาทการใช้งานภายใน Workspace,Functional Testing / Positive Test,"1. Workspace Owner ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. บัญชีที่ต้องการเพิ่มถูก Provisioned อยู่ในระบบเรียบร้อยแล้ว","Target User: editor_user@genbi.io

Role Assigned: Editor","1. เปิดหน้าต่าง Share Dashboard เมนู Internal Access  

2. กรอก Email และระบุบทบาทสิทธิ์เป็น Editor จากนั้นกด Invite และ Save Changes","1. ระบบบันทึกความสัมพันธ์ลงฐานข้อมูลหลักสำเร็จ  

2. บัญชีปลายทางที่ถูกระบุเข้าถึงเฉพาะเมนูและทรัพยากรตาม Authorized Matrix ของบทบาทนั้นอย่างถูกต้อง",,,
TC-WKSP-002,-,"FR-04, FR-05",Multi-tenant Data Separation Gate,ตรวจสอบการแยกข้อมูลข้าม Workspace อย่างปลอดภัยโดยไม่เกิดข้อมูลรั่วไหล (Data Leakage Protection),Security Testing / Multi-tenant Gate,User A (สิทธิ์ Editor ใน Workspace 1) และ User B (สิทธิ์ Editor ใน Workspace 2),Workspace 1 Data vs Workspace 2 Data,1. ใช้บัญชี User A พยายามยิง Direct HTTP Request ส่ง Request ไปยัง API Endpoint ของ Workspace 2,"1. ระบบส่วนหลัง Axum บล็อกคำขออย่างปลอดภัยและส่งคืนค่า HTTP Status 403 Forbidden  

2. ข้อมูลถูกตัดขาดและแบ่งสิทธิ์ Multi-tenant อย่างเด็ดขาด",,,
